sm;sup_m2;TOT_POB;HOGARES;sup_ev;OBJETIVO;ESC;HOSP;LAYER;ID_USO;POB_X_MANZ;BARRIOS;COMUNAS;x_cen;y_cen;coorCENTRO;coorCENT_1;densidad_pob
044-193;4380.48;1216;286;2271.66;1;0;0;RESIDENCIAL INFORMAL;6;174.00869;FLORES - PARQUE CHACABUCO;7;5643528.832;6165244.015;-58.43447243;-34.6485748;0.039723658
044-189;4773.94;1216;286;2271.66;1;0;0;RESIDENCIAL INFORMAL;6;189.63837;FLORES - PARQUE CHACABUCO;7;5643485.652;6165207.641;-58.43493709;-34.64890861;0.03972366
044-206;4707.36;1010;246;0;0;0;0;RESIDENCIAL INFORMAL;6;260.27247;FLORES - PARQUE CHACABUCO;7;5643539.828;6165400.479;-58.43437904;-34.64716337;0.055290539
044-190;4773.93;1216;286;9732.91;1;1;0;RESIDENCIAL INFORMAL;6;189.63797;FLORES - PARQUE CHACABUCO;7;5643415.779;6165278.295;-58.43571095;-34.64828173;0.03972366
044-202;369.66;1216;286;0;0;0;0;RESIDENCIAL INFORMAL;6;14.68425;FLORES - PARQUE CHACABUCO;7;5643453.332;6165411.906;-58.43532409;-34.64707251;0.039723665
044-203;412;1216;286;0;0;0;0;RESIDENCIAL INFORMAL;6;16.36615;FLORES - PARQUE CHACABUCO;7;5643449.855;6165426.101;-58.43536441;-34.64694509;0.039723665
044-198;1246.21;1216;286;0;0;0;0;RESIDENCIAL INFORMAL;6;49.50402;FLORES - PARQUE CHACABUCO;7;5643419.603;6165397.857;-58.43568948;-34.64720382;0.039723658
044-191;3158.33;1216;286;9732.91;1;0;0;RESIDENCIAL INFORMAL;6;125.46042;FLORES - PARQUE CHACABUCO;7;5643346.068;6165346.714;-58.43648263;-34.64767495;0.039723658
044-207;1447.5;1216;286;0;0;0;0;RESIDENCIAL INFORMAL;6;57.5;FLORES - PARQUE CHACABUCO;7;5643480.523;6165460.895;-58.43503591;-34.64662726;0.039723661
044-204;1012.59;1216;286;0;0;0;0;RESIDENCIAL INFORMAL;6;40.22378;FLORES - PARQUE CHACABUCO;7;5643437.593;6165443.616;-58.43550108;-34.64678897;0.039723659
044-199;731.2;1216;286;0;0;0;0;RESIDENCIAL INFORMAL;6;29.04594;FLORES - PARQUE CHACABUCO;7;5643402.943;6165425.395;-58.4358758;-34.64695801;0.03972366
044-197;1043.88;1216;286;0;0;0;0;RESIDENCIAL INFORMAL;6;41.46673;FLORES - PARQUE CHACABUCO;7;5643368.271;6165407.241;-58.43625078;-34.64712645;0.039723656
044-192;1511.65;1216;286;3312.21;1;0;0;RESIDENCIAL INFORMAL;6;60.04827;FLORES - PARQUE CHACABUCO;7;5643318.114;6165381.811;-58.43679337;-34.6473626;0.03972366
021-075B;15153.67;945;397;24967.43;1;0;0;COMERCIAL ADMINISTRATIVO;1;472.5;PALERMO;14;5645564.34;6173057.842;-58.41361811;-34.57787785;0.031180565
084-045;5944.82;826;278;3800.55;1;0;0;RESIDENCIAL ABIERTO;5;2.11592;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640608.544;6160346.782;-58.46550125;-34.69310891;0.000355927
082-011;11165.85;915;306;0;0;0;0;RESIDENCIAL ABIERTO;5;152.24879;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639848.301;6160354.725;-58.47379668;-34.6931415;0.013635217
038-137A;57548.97;1596;724;2858.15;1;0;0;RESIDENCIAL ABIERTO;5;1596;ALMAGRO - BOEDO;5;5644557.557;6166755.395;-58.42351327;-34.63481129;0.027732903
061-013D;95110.09;942;216;77785.12;1;1;0;GRANDES EQUIPAMIENTOS;3;161.04355;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5639946.394;6171134.172;-58.47450695;-34.59599282;0.001693233
061-013E;83968.61;942;216;77785.12;1;1;0;GRANDES EQUIPAMIENTOS;3;142.17843;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5639933.999;6171361.222;-58.47467941;-34.59394851;0.001693233
043-012D;89862.14;232;104;3837.39;1;0;0;RESIDENCIAL ABIERTO;5;232;COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA;12;5638755.397;6176591.762;-58.488376;-34.54697433;0.002581732
084-004;6219.66;744;249;2001.37;1;0;0;RESIDENCIAL ABIERTO;5;48.33296;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640184.654;6159895.162;-58.4700509;-34.69723664;0.007770997
084-009;6170.9;826;278;2001.37;1;0;0;RESIDENCIAL ABIERTO;5;2.19639;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640255.093;6159969.872;-58.4692948;-34.69655377;0.000355927
084-005;11215.12;744;249;2001.37;1;0;0;RESIDENCIAL ABIERTO;5;87.15266;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640098.195;6159976.174;-58.47100764;-34.69651848;0.007770997
084-015;6155.39;826;278;2001.37;1;0;0;RESIDENCIAL ABIERTO;5;2.19087;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640324.137;6160042.145;-58.4685535;-34.69589304;0.000355927
084-010;11182.75;744;249;2001.37;1;0;0;RESIDENCIAL ABIERTO;5;86.90112;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640169.352;6160051.358;-58.47024376;-34.69583124;0.007770997
082-001;11175.84;744;249;2001.37;1;0;0;RESIDENCIAL ABIERTO;5;86.84742;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639991.476;6160077.36;-58.47218873;-34.69562128;0.007770997
084-021;6314.37;826;278;2001.37;1;0;0;RESIDENCIAL ABIERTO;5;2.24745;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640397.658;6160119.862;-58.46776428;-34.69518265;0.000355926
084-016;11189.33;826;278;2001.37;1;0;0;RESIDENCIAL ABIERTO;5;3.98258;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640240.346;6160126.486;-58.46948167;-34.69514453;0.000355927
082-009;11211.35;744;249;2001.37;1;0;0;RESIDENCIAL ABIERTO;5;87.12337;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640062.418;6160152.352;-58.47142717;-34.69493582;0.007770997
082-002;11213.48;744;249;0;0;0;0;RESIDENCIAL ABIERTO;5;87.13992;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639884.516;6160178.545;-58.47337244;-34.69472413;0.007770997
084-029;6031.93;826;278;0;0;0;0;RESIDENCIAL ABIERTO;5;2.14692;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640467.485;6160195.9;-58.46701511;-34.69448788;0.000355926
084-022;11156.22;826;278;2001.37;1;0;0;RESIDENCIAL ABIERTO;5;3.9708;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640311.247;6160201.587;-58.4687206;-34.69445807;0.000355927
082-017;11155.62;744;249;2001.37;1;0;0;RESIDENCIAL ABIERTO;5;86.69029;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640133.34;6160227.486;-58.47066587;-34.69424907;0.007770997
082-010;11175.87;744;249;0;0;0;0;RESIDENCIAL ABIERTO;5;86.84765;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639955.412;6160253.605;-58.47261138;-34.69403806;0.007770997
084-037;5923.58;826;278;3800.55;1;0;0;RESIDENCIAL ABIERTO;5;2.10836;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640538.517;6160271.156;-58.46625266;-34.6938;0.000355927
082-003;11159.14;915;306;0;0;0;0;RESIDENCIAL ABIERTO;5;152.1573;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639777.593;6160279.749;-58.4745557;-34.69382677;0.013635217
084-030;11218.43;826;278;0;0;0;0;RESIDENCIAL ABIERTO;5;3.99294;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640382.377;6160276.557;-58.46795703;-34.69377276;0.000355927
082-025;11171.96;978;341;0;0;0;0;RESIDENCIAL ABIERTO;5;162.33392;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640204.32;6160302.69;-58.46990394;-34.69356168;0.014530478
082-018;11190.92;744;249;0;0;0;0;RESIDENCIAL ABIERTO;5;86.96461;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640026.386;6160328.82;-58.47184952;-34.69335059;0.007770997
084-038;11163.71;826;278;3800.55;1;0;0;RESIDENCIAL ABIERTO;5;3.97346;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640453.434;6160351.588;-58.46719427;-34.6930869;0.000355926
082-004;11179.86;915;306;0;0;0;0;RESIDENCIAL ABIERTO;5;152.43982;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639670.303;6160380.247;-58.47574284;-34.69293583;0.013635217
082-026;11244.18;978;341;0;0;0;0;RESIDENCIAL ABIERTO;5;163.38331;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640097.288;6160403.842;-58.47108842;-34.69266485;0.014530478
084-053;6199.57;979;302;3800.55;1;0;0;RESIDENCIAL ABIERTO;5;63.02773;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640680.808;6160420.913;-58.46472521;-34.69243098;0.010166468
082-019;11189.07;915;306;0;0;0;0;RESIDENCIAL ABIERTO;5;152.5654;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639919.226;6160429.893;-58.47303535;-34.69245446;0.013635217
084-046;11111.61;826;278;3800.55;1;1;0;RESIDENCIAL ABIERTO;5;3.95492;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640524.347;6160426.782;-58.46643312;-34.69239959;0.000355927
082-012;11184.23;915;306;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;152.49941;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639741.323;6160455.893;-58.47498053;-34.69224449;0.013635218
082-041;11193.38;978;341;3800.55;1;0;0;RESIDENCIAL ABIERTO;5;162.64517;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640346.437;6160453.079;-58.46837844;-34.69218703;0.014530479
082-005;11272.03;772;260;0;0;0;0;RESIDENCIAL ABIERTO;5;128.9918;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639563.097;6160481.761;-58.4769292;-34.69203571;0.011443529
082-034;11212.25;978;341;0;0;1;0;RESIDENCIAL ABIERTO;5;162.91936;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640168.334;6160478.923;-58.47032578;-34.69197856;0.014530479
084-062;6058.81;979;302;3800.55;1;0;0;RESIDENCIAL ABIERTO;5;61.5967;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640744.696;6160491.27;-58.46403992;-34.6917882;0.010166468
082-027;11199.4;1004;356;0;0;0;0;RESIDENCIAL ABIERTO;5;167.28633;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639990.019;6160505.231;-58.47227549;-34.6917659;0.01493708
084-054;11133.49;979;302;3800.55;1;0;0;RESIDENCIAL ABIERTO;5;113.18827;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640595.132;6160502.136;-58.46567341;-34.69171085;0.010166468
082-020;11227.49;915;306;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;153.08927;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639812.148;6160531.122;-58.47422029;-34.69155691;0.013635218
082-049;11155.53;979;302;3800.55;1;0;0;RESIDENCIAL ABIERTO;5;113.41234;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640417.894;6160527.809;-58.46761127;-34.69150384;0.010166468
082-013;11303.79;772;260;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;129.35524;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639634.133;6160557.146;-58.47616667;-34.69134671;0.011443528
082-042;11271.19;978;341;0;0;1;0;RESIDENCIAL ABIERTO;5;163.77578;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640239.367;6160554.099;-58.4695633;-34.69129142;0.014530478
082-006;11330.48;772;260;0;0;0;0;RESIDENCIAL ABIERTO;5;129.66067;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639455.498;6160582.983;-58.47811978;-34.69113824;0.011443528
084-063;9102.42;979;302;3800.55;1;0;0;RESIDENCIAL ABIERTO;5;92.53947;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640659.846;6160572.094;-58.46497904;-34.69107156;0.010166469
082-035;11203.21;1004;356;0;0;0;0;RESIDENCIAL ABIERTO;5;167.34324;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640060.982;6160580.434;-58.47151377;-34.69107853;0.01493708
082-028;11215.25;1004;356;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;167.52308;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639882.952;6160606.601;-58.47346034;-34.69086709;0.014937079
082-057;11109.75;979;302;3800.55;1;0;0;RESIDENCIAL ABIERTO;5;112.94692;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640488.569;6160602.752;-58.4668527;-34.69081883;0.010166468
082-021;11152.55;772;260;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;127.62452;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639704.928;6160632.765;-58.47540682;-34.69065564;0.011443528
082-050;11301.8;979;302;34496.45;1;0;0;RESIDENCIAL ABIERTO;5;114.89939;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640311.057;6160629.396;-58.46879368;-34.69060308;0.010166468
082-014;11198.24;772;260;4836.26;1;1;0;RESIDENCIAL ABIERTO;5;128.14738;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639526.822;6160658.529;-58.47735413;-34.69044777;0.011443529
082-043;11202.62;1004;356;0;0;0;0;RESIDENCIAL ABIERTO;5;167.33443;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640132.27;6160655.687;-58.47074852;-34.69039067;0.01493708
082-007;10553.94;801;271;0;0;0;0;RESIDENCIAL ABIERTO;5;156.6277;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639345.234;6160687.335;-58.47933991;-34.69021294;0.014840685
082-065;9374.79;979;302;3800.55;1;0;0;RESIDENCIAL ABIERTO;5;95.30851;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640553.629;6160673.811;-58.46615473;-34.69016957;0.010166469
082-036;11182.1;1004;356;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;167.02792;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639953.739;6160681.854;-58.47270053;-34.69017931;0.01493708
082-029;11208.97;756;258;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;122.4459;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639775.689;6160707.873;-58.47464727;-34.68996918;0.010923921
082-058;11150.11;979;302;34496.45;1;0;0;RESIDENCIAL ABIERTO;5;113.35724;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640380.636;6160704.808;-58.46804714;-34.689914;0.010166468
082-022;11204.62;772;260;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;128.22039;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639597.698;6160733.795;-58.47659333;-34.68975988;0.011443529
082-051;11189.31;1003;331;3309.8;1;0;0;RESIDENCIAL ABIERTO;5;173.28442;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640202.753;6160731.009;-58.46999208;-34.68970228;0.015486605
082-015;10454.96;1020;294;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;1020;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639416.54;6160762.83;-58.47857445;-34.68952293;0.097561349
082-044;11212.7;1004;356;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;167.48499;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640024.65;6160757.06;-58.4719394;-34.68949192;0.014937079
082-008;11373.89;801;271;0;0;0;0;RESIDENCIAL ABIERTO;5;168.79632;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639240.97;6160785.7;-58.48049359;-34.68934075;0.014840685
082-066;9710.69;979;302;34496.45;1;0;0;RESIDENCIAL ABIERTO;5;98.72342;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640447.347;6160776.002;-58.46733119;-34.68926332;0.010166468
082-037;11114.56;756;258;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;121.41457;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639846.338;6160782.975;-58.47388895;-34.68928278;0.010923921
082-030;11192.96;756;258;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;122.27101;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639668.483;6160809.185;-58.47583356;-34.68907088;0.010923921
082-059;11094.59;1003;331;3309.8;1;0;0;RESIDENCIAL ABIERTO;5;171.81753;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640273.519;6160805.928;-58.4692325;-34.68901749;0.015486605
082-023;10437.75;940;385;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;182.41118;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639487.417;6160838.075;-58.47781364;-34.68883523;0.017476102
082-052;11199.21;1003;331;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;173.43773;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640095.561;6160832.336;-58.47117828;-34.68880389;0.015486604
082-016;11239.64;801;271;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;166.80396;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639312.308;6160861.152;-58.47972776;-34.68865114;0.014840685
082-045;11209.43;756;258;4836.26;1;1;0;RESIDENCIAL ABIERTO;5;122.45093;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639917.457;6160858.176;-58.47312554;-34.68859541;0.010923921
068-109;6567.26;1196;320;2444.22;1;0;0;GRANDES EQUIPAMIENTOS;3;40.1977;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641058.519;6161433.267;-58.46077338;-34.68325663;0.006120924
080-004H;4691.34;2007;569;4272.87;1;0;0;RESIDENCIAL INFORMAL;6;497.75451;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5638830.689;6161462.396;-58.48508061;-34.68329869;0.106100711
082-073I;3790.37;1290;449;34496.45;1;0;0;RESIDENCIAL ABIERTO;5;259.50099;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641119.363;6160872.982;-58.46001617;-34.68829699;0.068463234
080-001;9598.95;801;271;0;0;0;0;RESIDENCIAL ABIERTO;5;142.45499;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639140.8;6160887.48;-58.48160312;-34.68843722;0.014840685
082-067;9851.67;1003;331;34496.45;1;0;0;RESIDENCIAL ABIERTO;5;152.56892;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640340.947;6160877.992;-58.46850888;-34.68835887;0.015486605
082-038;13302.03;756;258;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;145.31032;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639739.472;6160884.285;-58.47507153;-34.68838446;0.010923921
082-031;10440.54;940;385;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;182.45994;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639558.272;6160913.283;-58.47705307;-34.68814787;0.017476102
082-060;11196.17;1003;331;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;173.39066;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640166.535;6160907.472;-58.47041645;-34.68811713;0.015486605
082-024;11247.13;940;385;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;196.55598;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639383.445;6160936.114;-58.47896407;-34.68796596;0.017476101
082-053;11203.96;922;315;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;156.5712;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639988.447;6160933.642;-58.47236358;-34.68790567;0.01397463
080-002;2145.49;864;281;0;0;0;0;RESIDENCIAL ABIERTO;5;32.96211;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639070.145;6160986.149;-58.48239015;-34.68755771;0.015363441
080-008;11206.83;801;271;0;0;0;0;RESIDENCIAL ABIERTO;5;166.31703;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639205.327;6160962.346;-58.48091151;-34.68775382;0.014840685
082-046;11177.97;756;258;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;122.10726;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639810.283;6160959.508;-58.47431148;-34.68769694;0.010923921
082-039;10447.29;940;385;4836.26;1;1;0;RESIDENCIAL ABIERTO;5;182.5779;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639629.081;6160988.506;-58.47629303;-34.68746038;0.017476101
082-068;10234.7;1003;331;929.62;1;0;0;RESIDENCIAL ABIERTO;5;158.50075;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640234.735;6160980.08;-58.46968449;-34.6874535;0.015486604
082-073G;90713.53;2048;718;3800.55;1;1;0;RESIDENCIAL ABIERTO;5;1853.54475;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640832.016;6160760.176;-58.46313209;-34.68935307;0.020432947
082-032;11215.03;940;385;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;195.995;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639454.239;6161011.634;-58.47820421;-34.6872758;0.017476101
082-061;11191.18;922;315;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;156.3926;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640059.36;6161008.75;-58.47160243;-34.68721917;0.01397463
080-015;11216.52;883;298;0;0;0;0;RESIDENCIAL ABIERTO;5;176.60513;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639276.28;6161037.483;-58.48014985;-34.6870671;0.015745091
082-054;11153.48;922;315;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;155.86576;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639881.307;6161034.908;-58.47354915;-34.6870078;0.01397463
080-009;11190.7;864;281;0;0;0;0;RESIDENCIAL ABIERTO;5;171.92766;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639098.243;6161063.491;-58.48209635;-34.68685695;0.015363441
082-047;10465.57;513;186;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;98.49506;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639700.153;6161063.724;-58.47553012;-34.68677288;0.009411342
082-073S;15023.08;2885;910;34496.45;1;0;0;RESIDENCIAL ABIERTO;5;1054.87295;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640638.132;6161048.651;-58.46529521;-34.68678026;0.070216823
082-040;11217.29;513;186;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;105.56975;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639525.229;6161086.927;-58.4774422;-34.68658765;0.009411342
082-069;10503.44;922;315;929.62;1;0;0;RESIDENCIAL ABIERTO;5;146.78169;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640128.345;6161082.05;-58.47086201;-34.68654922;0.01397463
080-022;11255.43;883;298;0;0;0;0;RESIDENCIAL ABIERTO;5;177.21777;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639347.022;6161112.98;-58.47939056;-34.68637716;0.015745091
082-062;11175.46;922;315;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;156.17292;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639952.336;6161109.965;-58.47278671;-34.68632175;0.01397463
080-010;2566.5;864;281;0;0;0;0;RESIDENCIAL ABIERTO;5;39.43027;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639027.631;6161157.669;-58.48288215;-34.68601789;0.01536344
082-073T;21816.42;2885;910;34496.45;1;0;0;RESIDENCIAL ABIERTO;5;1531.8797;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640761.903;6161061.507;-58.46394714;-34.68664741;0.070216823
080-016;11169.59;864;281;0;0;0;0;RESIDENCIAL ABIERTO;5;171.60334;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639169.108;6161138.845;-58.48133568;-34.68616829;0.015363441
082-055;10425.99;513;186;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;98.12255;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639770.994;6161139.026;-58.47476976;-34.68608466;0.009411341
082-073M;49126.71;1627;543;2444.22;1;0;0;GRANDES EQUIPAMIENTOS;3;1450.65493;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640878.29;6161357.326;-58.46272676;-34.68396575;0.029528843
082-073J;15051.86;1290;449;754771.13;1;0;0;GRANDES EQUIPAMIENTOS;3;1030.49901;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641236.175;6161090.195;-58.45877812;-34.68632357;0.068463234
082-048;11196.42;513;186;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;105.37333;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639596.237;6161162.072;-58.47667998;-34.68590083;0.009411341
080-029;11221.25;883;298;0;0;0;0;RESIDENCIAL ABIERTO;5;176.67961;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639418.043;6161188.314;-58.47862821;-34.68568865;0.015745092
082-070;10749.18;922;315;929.62;1;0;0;RESIDENCIAL ABIERTO;5;150.21582;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640022.164;6161184.057;-58.47203722;-34.68564455;0.013974631
082-073R;4247.52;2885;910;2444.22;1;0;0;RESIDENCIAL ABIERTO;5;298.24736;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5640704.513;6161199.826;-58.46459622;-34.68540889;0.070216823
080-023;11257.73;864;281;0;0;0;0;RESIDENCIAL ABIERTO;5;172.95748;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639239.957;6161213.994;-58.48057517;-34.68548148;0.015363442
082-063;10436.87;1028;352;4836.26;1;0;0;RESIDENCIAL ABIERTO;5;162.69349;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639841.883;6161214.157;-58.47400887;-34.68539796;0.015588341
080-017;8399.94;864;281;0;0;0;0;RESIDENCIAL ABIERTO;5;129.05199;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5639068.401;6161236.319;-58.48245032;-34.68530363;0.015363442
082-073K;83381.48;2969;1057;2444.22;1;0;0;GRANDES EQUIPAMIENTOS;3;2969;VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI;8;5641045.671;6161102.949;-58.46085844;-34.68623492;0.035607427
